Country,Year,num_sequences,variant_dominant,num_sequences_per_1M,num_sequences_cumulative,num_sequences_cumulative_per_1M
Ecuador,664,100,Delta,5.59,3244,181.38
Ecuador,678,135,Delta,7.55,3379,188.93
Ecuador,692,98,Delta,5.48,3477,194.41
Ecuador,706,106,Omicron,5.93,3583,200.34
Ecuador,720,192,Omicron,10.73,3775,211.07
Ecuador,734,223,Omicron,12.47,3998,223.54
Ecuador,748,301,Omicron,16.83,4299,240.37
Egypt,111,38,Others,0.36,38,0.36
Egypt,125,22,0,0.21,60,0.57
Egypt,139,144,Others,1.38,204,1.95
Egypt,153,81,Others,0.78,285,2.73
Egypt,167,131,Others,1.26,416,3.99
Egypt,181,46,Others,0.44,462,4.43
Egypt,195,41,Others,0.39,503,4.82
Egypt,209,29,0,0.28,532,5.1
Egypt,223,43,Others,0.41,575,5.51
Egypt,237,27,0,0.26,602,5.77
Egypt,251,18,0,0.17,620,5.94
Egypt,265,15,0,0.14,635,6.08
Egypt,279,11,0,0.11,646,6.19
Egypt,293,12,0,0.12,658,6.31
Egypt,307,13,0,0.12,671,6.43
Egypt,321,3,0,0.03,674,6.46
Egypt,335,15,0,0.14,689,6.6
Egypt,349,139,Others,1.33,828,7.93
Egypt,370,4,0,0.04,832,7.97
Egypt,398,86,Others,0.82,918,8.79
Egypt,412,21,0,0.2,939,8.99
Egypt,426,12,0,0.12,951,9.11
Egypt,440,74,Others,0.71,1025,9.82
Egypt,454,10,0,0.1,1035,9.92
Egypt,468,89,Others,0.85,1124,10.77
Egypt,482,43,Others,0.41,1167,11.18
Egypt,496,23,0,0.22,1190,11.4
Egypt,510,10,0,0.1,1200,11.5
Egypt,524,4,0,0.04,1204,11.54
Egypt,538,3,0,0.03,1207,11.57
Egypt,552,1,0,0.01,1208,11.58
Egypt,566,9,0,0.09,1217,11.67
Egypt,580,8,0,0.08,1225,11.75
Egypt,594,29,0,0.28,1254,12.03
Egypt,608,6,0,0.06,1260,12.09
Egypt,622,24,0,0.23,1284,12.32
Egypt,636,24,0,0.23,1308,12.55
Egypt,650,71,Delta,0.68,1379,13.23
Egypt,664,31,Delta,0.3,1410,13.53
Egypt,678,21,0,0.2,1431,13.73
Egypt,692,152,Delta,1.46,1583,15.19
Egypt,706,96,Delta,0.92,1679,16.11
Egypt,720,125,Delta,1.2,1804,17.31
Estonia,237,9,0,6.79,9,6.79
Estonia,251,120,Others,90.55,129,97.34
Estonia,265,55,Others,41.5,184,138.84
Estonia,279,21,0,15.85,205,154.69
Estonia,293,53,Others,39.99,258,194.68
Estonia,307,18,0,13.58,276,208.26
Estonia,335,2,0,1.51,278,209.77
Estonia,349,51,Others,38.49,329,248.26
Estonia,370,10,0,7.55,339,255.81
Estonia,384,47,Others,35.47,386,291.28
Estonia,398,564,Others,425.6,950,716.88
Estonia,412,163,Alpha,123.0,1113,839.88
Estonia,426,1018,Alpha,768.19,2131,1608.07
Estonia,440,1121,Alpha,845.92,3252,2453.99
Estonia,454,368,Alpha,277.7,3620,2731.69
Estonia,468,351,Alpha,264.87,3971,2996.56
Estonia,482,326,Alpha,246.0,4297,3242.56
Estonia,510,137,Alpha,103.38,4434,3345.94
Estonia,524,45,Alpha,33.96,4479,3379.9
Estonia,538,138,Delta,104.14,4617,3484.04
Estonia,552,252,Delta,190.16,4869,3674.2
Estonia,566,360,Delta,271.66,5229,3945.86
Estonia,580,371,Delta,279.96,5600,4225.82
Estonia,594,369,Delta,278.45,5969,4504.27
Estonia,608,346,Delta,261.1,6315,4765.37
Estonia,622,348,Delta,262.6,6663,5027.97
Estonia,636,319,Delta,240.72,6982,5268.69
Estonia,650,344,Delta,259.59,7326,5528.28
Estonia,664,294,Delta,221.86,7620,5750.14
Estonia,678,340,Delta,256.57,7960,6006.71
Estonia,692,362,Delta,273.17,8322,6279.88
Estonia,706,349,Delta,263.36,8671,6543.24
Estonia,720,331,Omicron,249.78,9002,6793.02
Estonia,734,347,Omicron,261.85,9349,7054.87
Estonia,748,312,Omicron,235.44,9661,7290.31
Estonia,762,182,Omicron,137.34,9843,7427.65
Eswatini,307,5,0,4.26,5,4.26
Eswatini,321,6,0,5.12,11,9.38
Eswatini,335,3,0,2.56,14,11.94
Eswatini,349,4,0,3.41,18,15.35
Eswatini,370,5,0,4.26,23,19.61
Eswatini,384,16,0,13.65,39,33.26
Eswatini,398,9,0,7.68,48,40.94
Eswatini,412,9,0,7.68,57,48.62
Eswatini,440,3,0,2.56,60,51.18
Eswatini,454,4,0,3.41,64,54.59
Eswatini,468,6,0,5.12,70,59.71
Eswatini,482,8,0,6.82,78,66.53
Eswatini,496,19,0,16.21,97,82.74
Eswatini,510,28,0,23.88,125,106.62
Eswatini,524,18,0,15.35,143,121.97
Eswatini,538,76,Delta,64.83,219,186.8
Eswatini,552,15,0,12.79,234,199.59
Eswatini,566,53,Delta,45.21,287,244.8
Eswatini,580,45,Delta,38.38,332,283.18
Eswatini,636,68,Delta,58.0,400,341.18
Eswatini,678,26,0,22.18,426,363.36
Eswatini,692,89,Omicron,75.91,515,439.27
Eswatini,706,30,Omicron,25.59,545,464.86
Ethiopia,307,4,0,0.03,4,0.03
Ethiopia,335,4,0,0.03,8,0.06
Ethiopia,370,6,0,0.05,14,0.11
Ethiopia,384,10,0,0.08,24,0.19
Ethiopia,398,4,0,0.03,28,0.22
Ethiopia,412,13,0,0.11,41,0.33
Ethiopia,426,4,0,0.03,45,0.36
Ethiopia,440,6,0,0.05,51,0.41
Ethiopia,454,1,0,0.01,52,0.42
Ethiopia,468,2,0,0.02,54,0.44
Ethiopia,496,26,0,0.22,80,0.66
Ethiopia,510,5,0,0.04,85,0.7
Ethiopia,538,6,0,0.05,91,0.75
Ethiopia,552,59,Delta,0.5,150,1.25
Ethiopia,566,253,Delta,2.15,403,3.4
Ethiopia,580,119,Delta,1.01,522,4.41
Fiji,223,1,0,1.11,1,1.11
Fiji,307,2,0,2.22,3,3.33
Fiji,321,2,0,2.22,5,5.55
Fiji,349,2,0,2.22,7,7.77
Fiji,384,1,0,1.11,8,8.88
Fiji,412,1,0,1.11,9,9.99
Fiji,426,1,0,1.11,10,11.1
Fiji,454,7,0,7.75,17,18.85
Fiji,468,18,0,19.94,35,38.79
Fiji,482,22,0,24.37,57,63.16
Fiji,496,24,0,26.58,81,89.74
Fiji,510,52,Delta,57.59,133,147.33
Fiji,524,252,Delta,279.1,385,426.43
Fiji,538,140,Delta,155.06,525,581.49
Finland,111,102,Others,18.38,102,18.38
Finland,125,51,Others,9.19,153,27.57
Finland,139,37,Others,6.67,190,34.24
Finland,153,4,0,0.72,194,34.96
Finland,209,10,0,1.8,204,36.76
Finland,223,14,0,2.52,218,39.28
Finland,237,23,0,4.15,241,43.43
Finland,251,96,Others,17.3,337,60.73
Finland,265,283,Others,51.01,620,111.74
Finland,279,98,Others,17.66,718,129.4
Finland,293,51,Others,9.19,769,138.59
Finland,307,54,Others,9.73,823,148.32
Finland,321,156,Others,28.12,979,176.44
Finland,335,114,Others,20.55,1093,196.99
Finland,349,272,Others,49.02,1365,246.01
Finland,370,765,Others,137.88,2130,383.89
Finland,384,1240,Alpha,223.49,3370,607.38
Finland,398,1587,Alpha,286.03,4957,893.41
Finland,412,1653,Alpha,297.93,6610,1191.34
Finland,426,1715,Alpha,309.1,8325,1500.44
Finland,440,987,Alpha,177.89,9312,1678.33
Finland,454,702,Alpha,126.52,10014,1804.85
Finland,468,542,Alpha,97.69,10556,1902.54
Finland,482,601,Alpha,108.32,11157,2010.86
Finland,496,529,Alpha,95.34,11686,2106.2
Finland,510,294,Alpha,52.99,11980,2159.19
Finland,524,734,Delta,132.29,12714,2291.48
Finland,538,822,Delta,148.15,13536,2439.63
Finland,552,1484,Delta,267.47,15020,2707.1
Finland,566,1655,Delta,298.29,16675,3005.39
Finland,580,1027,Delta,185.1,17702,3190.49
Finland,594,930,Delta,167.62,18632,3358.11
Finland,608,749,Delta,134.99,19381,3493.1
Finland,622,967,Delta,174.29,20348,3667.39
Finland,636,864,Delta,155.72,21212,3823.11
Finland,650,670,Delta,120.76,21882,3943.87
Finland,664,478,Delta,86.15,22360,4030.02
Finland,678,667,Delta,120.22,23027,4150.24
Finland,692,1155,Delta,208.17,24182,4358.41
Finland,706,1114,Delta,200.78,25296,4559.19
Finland,720,831,Omicron,149.77,26127,4708.96
Finland,734,885,Omicron,159.51,27012,4868.47
Finland,748,488,Omicron,87.95,27500,4956.42
Finland,762,94,Omicron,16.94,27594,4973.36
France,111,201,Others,2.98,201,2.98
France,125,64,Others,0.95,265,3.93
France,139,33,Others,0.49,298,4.42
France,153,45,Others,0.67,343,5.09
France,167,30,Others,0.44,373,5.53
France,181,71,Others,1.05,444,6.58
France,195,140,Others,2.08,584,8.66
France,209,239,Others,3.54,823,12.2
France,223,251,Others,3.72,1074,15.92
France,237,822,Others,12.19,1896,28.11
France,251,488,Others,7.24,2384,35.35
France,265,427,Others,6.33,2811,41.68
France,279,870,Others,12.9,3681,54.58
France,293,1020,Others,15.13,4701,69.71
France,307,630,Others,9.34,5331,79.05
France,321,347,Others,5.15,5678,84.2
France,335,404,Others,5.99,6082,90.19
France,349,1257,Others,18.64,7339,108.83
France,370,2174,Others,32.24,9513,141.07
France,384,3996,Alpha,59.27,13509,200.34
France,398,2992,Alpha,44.38,16501,244.72
France,412,4275,Alpha,63.41,20776,308.13
France,426,6422,Alpha,95.25,27198,403.38
France,440,6030,Alpha,89.44,33228,492.82
France,454,5014,Alpha,74.37,38242,567.19
France,468,4394,Alpha,65.17,42636,632.36
France,482,3296,Alpha,48.89,45932,681.25
France,496,3138,Alpha,46.54,49070,727.79
France,510,2232,Alpha,33.1,51302,760.89
France,524,1965,Delta,29.14,53267,790.03
France,538,4350,Delta,64.52,57617,854.55
France,552,13712,Delta,203.38,71329,1057.93
France,566,9840,Delta,145.95,81169,1203.88
France,580,9290,Delta,137.79,90459,1341.67
France,594,8460,Delta,125.48,98919,1467.15
France,608,4952,Delta,73.45,103871,1540.6
France,622,3567,Delta,52.91,107438,1593.51
France,636,3733,Delta,55.37,111171,1648.88
France,650,10645,Delta,157.89,121816,1806.77
France,664,11817,Delta,175.27,133633,1982.04
France,678,10672,Delta,158.29,144305,2140.33
France,692,13191,Delta,195.65,157496,2335.98
France,706,12796,Delta,189.79,170292,2525.77
France,720,18236,Omicron,270.48,188528,2796.25
France,734,13423,Omicron,199.09,201951,2995.34
France,748,11828,Omicron,175.43,213779,3170.77
France,762,7890,Omicron,117.02,221669,3287.79
France,776,2279,Omicron,33.8,223948,3321.59
Gabon,111,30,Others,13.16,30,13.16
Gabon,125,10,0,4.39,40,17.55
Gabon,139,2,0,0.88,42,18.43
Gabon,153,4,0,1.76,46,20.19
Gabon,167,5,0,2.19,51,22.38
Gabon,181,1,0,0.44,52,22.82
Gabon,195,3,0,1.32,55,24.14
Gabon,349,1,0,0.44,56,24.58
Gabon,370,1,0,0.44,57,25.02
Gabon,384,7,0,3.07,64,28.09
Gabon,398,21,0,9.22,85,37.31
Gabon,412,44,Alpha,19.31,129,56.62
Gabon,426,65,Alpha,28.52,194,85.14
Gabon,440,35,Alpha,15.36,229,100.5
Gabon,454,37,Others,16.24,266,116.74
Gabon,468,30,Others,13.16,296,129.9
Gabon,482,26,0,11.41,322,141.31
Gabon,496,9,0,3.95,331,145.26
Gabon,510,5,0,2.19,336,147.45
Gabon,538,6,0,2.63,342,150.08
Gabon,552,6,0,2.63,348,152.71
Gabon,566,5,0,2.19,353,154.9
Gabon,580,5,0,2.19,358,157.09
Gabon,594,19,0,8.34,377,165.43
Gabon,608,27,0,11.85,404,177.28
Gabon,622,28,0,12.29,432,189.57
Gambia,111,13,0,5.23,13,5.23
Gambia,125,14,0,5.63,27,10.86
Gambia,139,11,0,4.42,38,15.28
Gambia,153,5,0,2.01,43,17.29
Gambia,167,23,0,9.25,66,26.54
Gambia,181,4,0,1.61,70,28.15
Gambia,195,241,Others,96.91,311,125.06
Gambia,209,30,Others,12.06,341,137.12
Gambia,223,37,Others,14.88,378,152.0
Gambia,237,21,0,8.44,399,160.44
Gambia,251,4,0,1.61,403,162.05
Gambia,265,5,0,2.01,408,164.06
Gambia,279,1,0,0.4,409,164.46
Gambia,349,3,0,1.21,412,165.67
Gambia,370,8,0,3.22,420,168.89
Gambia,384,11,0,4.42,431,173.31
Gambia,398,8,0,3.22,439,176.53
Gambia,412,21,0,8.44,460,184.97
Gambia,426,43,Alpha,17.29,503,202.26
Gambia,440,14,0,5.63,517,207.89
Gambia,454,5,0,2.01,522,209.9
Gambia,468,11,0,4.42,533,214.32
Gambia,482,2,0,0.8,535,215.12
Gambia,496,12,0,4.83,547,219.95
Gambia,510,2,0,0.8,549,220.75
Gambia,524,5,0,2.01,554,222.76
Gambia,538,69,Delta,27.74,623,250.5
Gambia,552,40,Delta,16.08,663,266.58
Gambia,566,127,Delta,51.07,790,317.65
Gambia,580,73,Delta,29.35,863,347.0
Gambia,594,84,Delta,33.78,947,380.78
Gambia,608,15,0,6.03,962,386.81
Gambia,622,13,0,5.23,975,392.04
Gambia,636,2,0,0.8,977,392.84
Gambia,650,2,0,0.8,979,393.64
Gambia,664,3,0,1.21,982,394.85
Gambia,692,11,0,4.42,993,399.27
Gambia,706,25,0,10.05,1018,409.32
Gambia,720,62,Omicron,24.93,1080,434.25
Georgia,111,4,0,1.01,4,1.01
Georgia,139,1,0,0.25,5,1.26
Georgia,153,1,0,0.25,6,1.51
Georgia,237,1,0,0.25,7,1.76
Georgia,251,2,0,0.5,9,2.26
Georgia,265,1,0,0.25,10,2.51
Georgia,293,2,0,0.5,12,3.01
Georgia,307,4,0,1.01,16,4.02
Georgia,321,1,0,0.25,17,4.27
Georgia,335,3,0,0.75,20,5.02
Georgia,349,2,0,0.5,22,5.52
Georgia,370,4,0,1.01,26,6.53
Georgia,384,4,0,1.01,30,7.54
Georgia,398,9,0,2.26,39,9.8
Georgia,412,10,0,2.51,49,12.31
Georgia,426,6,0,1.51,55,13.82
Georgia,440,4,0,1.01,59,14.83
Georgia,454,3,0,0.75,62,15.58
Georgia,468,3,0,0.75,65,16.33
Georgia,482,24,0,6.03,89,22.36
Georgia,496,29,0,7.29,118,29.65
Georgia,510,21,0,5.28,139,34.93
Georgia,524,23,0,5.78,162,40.71
Georgia,538,32,Delta,8.04,194,48.75
Georgia,552,8,0,2.01,202,50.76
Georgia,566,25,0,6.28,227,57.04
Georgia,580,14,0,3.52,241,60.56
Georgia,594,40,Delta,10.05,281,70.61
Georgia,608,5,0,1.26,286,71.87
Georgia,622,70,Delta,17.59,356,89.46
Georgia,636,94,Delta,23.62,450,113.08
Georgia,650,34,Delta,8.54,484,121.62
Georgia,664,81,Delta,20.35,565,141.97
Georgia,678,78,Delta,19.6,643,161.57
Georgia,692,130,Delta,32.67,773,194.24
Georgia,706,119,Delta,29.9,892,224.14
Georgia,720,179,Omicron,44.98,1071,269.12
Georgia,734,131,Omicron,32.92,1202,302.04
Georgia,748,138,Omicron,34.68,1340,336.72
Georgia,762,178,Omicron,44.73,1518,381.45
Germany,111,105,Others,1.25,105,1.25
Germany,125,94,Others,1.12,199,2.37
Germany,139,82,Others,0.98,281,3.35
Germany,153,1528,Others,18.21,1809,21.56
Germany,167,390,Others,4.65,2199,26.21
Germany,181,103,Others,1.23,2302,27.44
Germany,195,53,Others,0.63,2355,28.07
Germany,209,144,Others,1.72,2499,29.79
Germany,223,175,Others,2.09,2674,31.88
Germany,237,115,Others,1.37,2789,33.25
Germany,251,324,Others,3.86,3113,37.11
Germany,265,349,Others,4.16,3462,41.27
Germany,279,388,Others,4.62,3850,45.89
Germany,293,497,Others,5.92,4347,51.81
Germany,307,590,Others,7.03,4937,58.84
Germany,321,772,Others,9.2,5709,68.04
Germany,335,1001,Others,11.93,6710,79.97
Germany,349,1193,Others,14.22,7903,94.19
Germany,370,3169,Others,37.77,11072,131.96
Germany,384,6341,Others,75.58,17413,207.54
Germany,398,9090,Others,108.34,26503,315.88
Germany,412,11515,Alpha,137.25,38018,453.13
Germany,426,14479,Alpha,172.57,52497,625.7
Germany,440,16357,Alpha,194.96,68854,820.66
Germany,454,19364,Alpha,230.8,88218,1051.46
Germany,468,19309,Alpha,230.14,107527,1281.6
Germany,482,15647,Alpha,186.49,123174,1468.09
Germany,496,9818,Alpha,117.02,132992,1585.11
Germany,510,5416,Alpha,64.55,138408,1649.66
Germany,524,2633,Delta,31.38,141041,1681.04
Germany,538,2651,Delta,31.6,143692,1712.64
Germany,552,4590,Delta,54.71,148282,1767.35
Germany,566,6198,Delta,73.87,154480,1841.22
Germany,580,13224,Delta,157.62,167704,1998.84
Germany,594,19288,Delta,229.89,186992,2228.73
Germany,608,19998,Delta,238.35,206990,2467.08
Germany,622,15758,Delta,187.82,222748,2654.9
Germany,636,12396,Delta,147.75,235144,2802.65
Germany,650,15721,Delta,187.38,250865,2990.03
Germany,664,18283,Delta,217.91,269148,3207.94
Germany,678,23715,Delta,282.66,292863,3490.6
Germany,692,24688,Delta,294.25,317551,3784.85
Germany,706,22558,Delta,268.87,340109,4053.72
Germany,720,24961,Omicron,297.51,365070,4351.23
Germany,734,25265,Omicron,301.13,390335,4652.36
Germany,748,27174,Omicron,323.88,417509,4976.24
Germany,762,22547,Omicron,268.74,440056,5244.98
Germany,776,1572,Omicron,18.74,441628,5263.72
Ghana,111,1,0,0.03,1,0.03
Ghana,125,18,0,0.57,19,0.6
Ghana,139,8,0,0.25,27,0.85
Ghana,153,8,0,0.25,35,1.1
Ghana,167,2,0,0.06,37,1.16
Ghana,181,10,0,0.32,47,1.48
Ghana,195,43,Others,1.36,90,2.84
Ghana,209,5,0,0.16,95,3.0
Ghana,223,23,0,0.72,118,3.72
Ghana,237,20,0,0.63,138,4.35
Ghana,251,1,0,0.03,139,4.38
Ghana,265,4,0,0.13,143,4.51
Ghana,293,20,0,0.63,163,5.14
Ghana,307,18,0,0.57,181,5.71
Ghana,321,36,Others,1.13,217,6.84
Ghana,335,28,0,0.88,245,7.72
Ghana,349,140,Alpha,4.41,385,12.13
Ghana,370,110,Alpha,3.47,495,15.6
Ghana,384,143,Others,4.51,638,20.11
Ghana,398,197,Alpha,6.21,835,26.32
Ghana,412,94,Alpha,2.96,929,29.28
Ghana,426,94,Eta,2.96,1023,32.24
Ghana,440,56,Alpha,1.76,1079,34.0
Ghana,454,103,Alpha,3.25,1182,37.25
Ghana,468,96,Alpha,3.03,1278,40.28
Ghana,482,78,Others,2.46,1356,42.74
Ghana,496,86,Others,2.71,1442,45.45
Ghana,510,65,Others,2.05,1507,47.5
Ghana,524,105,Delta,3.31,1612,50.81
Ghana,538,174,Delta,5.48,1786,56.29
Ghana,552,201,Delta,6.33,1987,62.62
Ghana,566,122,Delta,3.84,2109,66.46
Ghana,580,123,Delta,3.88,2232,70.34
Ghana,594,20,0,0.63,2252,70.97
Ghana,608,170,Delta,5.36,2422,76.33
Ghana,622,85,Delta,2.68,2507,79.01
Ghana,636,90,Delta,2.84,2597,81.85
Ghana,650,64,Delta,2.02,2661,83.87
Ghana,664,35,Delta,1.1,2696,84.97
Ghana,678,80,Omicron,2.52,2776,87.49
Ghana,692,122,Omicron,3.84,2898,91.33
Ghana,706,113,Omicron,3.56,3011,94.89
Ghana,720,69,Omicron,2.17,3080,97.06
Greece,111,8,0,0.77,8,0.77
Greece,125,8,0,0.77,16,1.54
Greece,195,2,0,0.19,18,1.73
Greece,209,15,0,1.45,33,3.18
Greece,223,2,0,0.19,35,3.37
Greece,237,24,0,2.31,59,5.68
Greece,251,40,Others,3.86,99,9.54
Greece,265,42,Others,4.05,141,13.59
Greece,279,23,0,2.22,164,15.81
Greece,293,208,Others,20.06,372,35.87
Greece,307,145,Others,13.98,517,49.85
Greece,321,83,Others,8.0,600,57.85
Greece,335,266,Others,25.65,866,83.5
Greece,349,245,Others,23.62,1111,107.12
Greece,370,142,Others,13.69,1253,120.81
Greece,384,112,Alpha,10.8,1365,131.61
Greece,398,151,Others,14.56,1516,146.17
Greece,412,1120,Alpha,108.0,2636,254.17
Greece,426,1040,Alpha,100.28,3676,354.45
Greece,440,339,Alpha,32.69,4015,387.14
Greece,454,609,Alpha,58.72,4624,445.86
Greece,468,1269,Alpha,122.36,5893,568.22
Greece,482,1256,Alpha,121.11,7149,689.33
Greece,496,562,Alpha,54.19,7711,743.52
Greece,510,183,Others,17.65,7894,761.17
Greece,524,84,Others,8.1,7978,769.27
Greece,538,296,Delta,28.54,8274,797.81
Greece,552,354,Delta,34.13,8628,831.94
Greece,566,218,Delta,21.02,8846,852.96
Greece,580,175,Delta,16.87,9021,869.83
Greece,594,347,Delta,33.46,9368,903.29
Greece,608,649,Delta,62.58,10017,965.87
Greece,622,321,Delta,30.95,10338,996.82
Greece,636,12,0,1.16,10350,997.98
Greece,650,155,Delta,14.95,10505,1012.93
Greece,664,601,Delta,57.95,11106,1070.88
Greece,678,587,Delta,56.6,11693,1127.48
Greece,692,975,Delta,94.01,12668,1221.49
Greece,706,523,Delta,50.43,13191,1271.92
Greece,720,123,Omicron,11.86,13314,1283.78
Greece,734,319,Omicron,30.76,13633,1314.54
Greece,748,126,Omicron,12.15,13759,1326.69
Guatemala,125,3,0,0.16,3,0.16
Guatemala,139,6,0,0.33,9,0.49
Guatemala,153,19,0,1.04,28,1.53
Guatemala,167,11,0,0.6,39,2.13
Guatemala,181,6,0,0.33,45,2.46
Guatemala,195,10,0,0.55,55,3.01
Guatemala,209,3,0,0.16,58,3.17
Guatemala,223,1,0,0.05,59,3.22
Guatemala,237,1,0,0.05,60,3.27
Guatemala,251,4,0,0.22,64,3.49
Guatemala,265,48,Others,2.63,112,6.12
Guatemala,279,31,Others,1.7,143,7.82
Guatemala,293,29,0,1.59,172,9.41
Guatemala,307,7,0,0.38,179,9.79
Guatemala,321,17,0,0.93,196,10.72
Guatemala,335,10,0,0.55,206,11.27
Guatemala,349,46,Others,2.52,252,13.79
Guatemala,370,51,Others,2.79,303,16.58
Guatemala,384,29,0,1.59,332,18.17
Guatemala,398,9,0,0.49,341,18.66
Guatemala,412,44,Others,2.41,385,21.07
Guatemala,426,14,0,0.77,399,21.84
Guatemala,440,9,0,0.49,408,22.33
Guatemala,454,27,0,1.48,435,23.81
Guatemala,468,8,0,0.44,443,24.25
Guatemala,482,11,0,0.6,454,24.85
Guatemala,496,19,0,1.04,473,25.89
Guatemala,510,25,0,1.37,498,27.26
Guatemala,524,85,Others,4.66,583,31.92
Guatemala,538,173,Others,9.48,756,41.4
Guatemala,552,55,Delta,3.01,811,44.41
Guatemala,566,76,Delta,4.16,887,48.57
Guatemala,580,85,Delta,4.66,972,53.23
Guatemala,594,95,Delta,5.21,1067,58.44
Guatemala,608,135,Delta,7.4,1202,65.84
Guatemala,622,126,Delta,6.9,1328,72.74
Guatemala,636,59,Delta,3.23,1387,75.97
Guatemala,650,23,0,1.26,1410,77.23
Guatemala,664,24,0,1.32,1434,78.55
Guatemala,678,18,0,0.99,1452,79.54
Guatemala,692,4,0,0.22,1456,79.76
Guatemala,706,2,0,0.11,1458,79.87
Guatemala,720,68,Omicron,3.73,1526,83.6
Guatemala,734,38,Omicron,2.08,1564,85.68
Guinea,111,4,0,0.3,4,0.3
Guinea,125,8,0,0.59,12,0.89
Guinea,139,8,0,0.59,20,1.48
Guinea,153,15,0,1.11,35,2.59
Guinea,167,12,0,0.89,47,3.48
Guinea,181,4,0,0.3,51,3.78
Guinea,195,10,0,0.74,61,4.52
Guinea,209,17,0,1.26,78,5.78
Guinea,223,16,0,1.19,94,6.97
Guinea,237,6,0,0.44,100,7.41
Guinea,251,8,0,0.59,108,8.0
Guinea,265,6,0,0.44,114,8.44
Guinea,279,16,0,1.19,130,9.63
Guinea,293,10,0,0.74,140,10.37
Guinea,307,4,0,0.3,144,10.67
Guinea,321,2,0,0.15,146,10.82
Guinea,335,9,0,0.67,155,11.49
Guinea,349,6,0,0.44,161,11.93
Guinea,370,4,0,0.3,165,12.23
Guinea,384,12,0,0.89,177,13.12
Guinea,398,6,0,0.44,183,13.56
Guinea,412,11,0,0.81,194,14.37
Guinea,426,29,0,2.15,223,16.52
Guinea,440,9,0,0.67,232,17.19
Guinea,454,6,0,0.44,238,17.63
Guinea,468,12,0,0.89,250,18.52
Guinea,482,7,0,0.52,257,19.04
Guinea,496,6,0,0.44,263,19.48
Guinea,510,10,0,0.74,273,20.22
Guinea,524,1,0,0.07,274,20.29
Guinea,538,14,0,1.04,288,21.33
Guinea,552,19,0,1.41,307,22.74
Guinea,566,37,Delta,2.74,344,25.48
Guinea,580,26,0,1.93,370,27.41
Guinea,594,6,0,0.44,376,27.85
Guinea,608,2,0,0.15,378,28.0
Guinea,622,2,0,0.15,380,28.15
Guinea,664,4,0,0.3,384,28.45
Guinea,678,3,0,0.22,387,28.67
Guinea,692,7,0,0.52,394,29.19
Guinea,706,4,0,0.3,398,29.49
Guinea,720,95,Omicron,7.04,493,36.53
Hong Kong,111,3,0,0.4,3,0.4
Hong Kong,125,4,0,0.53,7,0.93
Hong Kong,139,8,0,1.06,15,1.99
Hong Kong,153,5,0,0.66,20,2.65
Hong Kong,167,34,Others,4.5,54,7.15
Hong Kong,181,234,Others,30.98,288,38.13
Hong Kong,195,248,Others,32.84,536,70.97
Hong Kong,209,106,Others,14.03,642,85.0
Hong Kong,223,55,Others,7.28,697,92.28
Hong Kong,237,29,0,3.84,726,96.12
Hong Kong,251,40,Others,5.3,766,101.42
Hong Kong,265,65,Others,8.61,831,110.03
Hong Kong,279,13,0,1.72,844,111.75
Hong Kong,293,26,0,3.44,870,115.19
Hong Kong,307,114,Others,15.09,984,130.28
Hong Kong,321,234,Others,30.98,1218,161.26
Hong Kong,335,141,Others,18.67,1359,179.93
Hong Kong,349,204,Others,27.01,1563,206.94
Hong Kong,370,68,Others,9.0,1631,215.94
Hong Kong,384,45,Others,5.96,1676,221.9
Hong Kong,398,12,0,1.59,1688,223.49
Hong Kong,412,28,0,3.71,1716,227.2
Hong Kong,426,139,Others,18.4,1855,245.6
Hong Kong,440,43,Others,5.69,1898,251.29
Hong Kong,454,77,Beta,10.19,1975,261.48
Hong Kong,468,42,Delta,5.56,2017,267.04
Hong Kong,482,21,0,2.78,2038,269.82
Hong Kong,496,8,0,1.06,2046,270.88
Hong Kong,510,32,Delta,4.24,2078,275.12
Hong Kong,524,52,Delta,6.88,2130,282.0
Hong Kong,538,33,Delta,4.37,2163,286.37
Hong Kong,552,15,0,1.99,2178,288.36
Hong Kong,566,26,0,3.44,2204,291.8
Hong Kong,580,27,0,3.57,2231,295.37
Hong Kong,594,49,Delta,6.49,2280,301.86
Hong Kong,608,31,Delta,4.1,2311,305.96
Hong Kong,622,25,0,3.31,2336,309.27
Hong Kong,636,30,Delta,3.97,2366,313.24
Hong Kong,650,25,0,3.31,2391,316.55
Hong Kong,664,51,Delta,6.75,2442,323.3
Hong Kong,678,66,Delta,8.74,2508,332.04
Hong Kong,692,73,Delta,9.67,2581,341.71
Hong Kong,706,140,Omicron,18.54,2721,360.25
Hong Kong,720,103,Omicron,13.64,2824,373.89
Hong Kong,734,225,Omicron,29.79,3049,403.68
Hong Kong,748,148,Omicron,19.6,3197,423.28
Hong Kong,762,138,Omicron,18.27,3335,441.55
Hungary,111,7,0,0.73,7,0.73
Hungary,125,5,0,0.52,12,1.25
Hungary,139,10,0,1.04,22,2.29
Hungary,153,4,0,0.42,26,2.71
Hungary,167,3,0,0.31,29,3.02
Hungary,181,1,0,0.1,30,3.12
Hungary,223,7,0,0.73,37,3.85
Hungary,237,71,Others,7.37,108,11.22
Hungary,265,106,Others,11.0,214,22.22
Hungary,279,6,0,0.62,220,22.84
Hungary,293,37,Others,3.84,257,26.68
Hungary,335,1,0,0.1,258,26.78
